name,address,latitude,longitude
"Farber Hall, 174",UB South Campus,42.9541125,-78.81833879999999
"Diefendorf Hall, 224",UB South Campus,42.9541125,-78.81833879999999
"Crosby Hall, 321 ",UB South Campus,42.9541125,-78.81833879999999
"Clement Hall, 104",UB South Campus,42.9541125,-78.81833879999999
"Clement Hall, 102",UB South Campus,42.9541125,-78.81833879999999
"Clark Hall, 303",UB South Campus,42.9541125,-78.81833879999999
"Clark Hall, 312",UB South Campus,42.9541125,-78.81833879999999
"Cary Hall, 247B",UB South Campus,42.9541125,-78.81833879999999
"Biomed Research Building (BRB), G17",UB South Campus,42.9541125,-78.81833879999999
"Biomed Research Building (BRB), G16",UB South Campus,42.9541125,-78.81833879999999
"Biomed Education Building (BEB), 302",UB South Campus,42.9541125,-78.81833879999999
"Biomed Education Building (BEB), 321",UB South Campus,42.9541125,-78.81833879999999
"Biomed Education Building (BEB), 204D",UB South Campus,42.9541125,-78.81833879999999
"Biomed Education Building (BEB), 201A",UB South Campus,42.9541125,-78.81833879999999
"Biomed Education Building (BEB), 218",UB South Campus,42.9541125,-78.81833879999999
McDonald's,118 rue de Rivoli,48.8594276,2.3460452
"Biomed Education Building (BEB), 158",UB South Campus,42.9541125,-78.81833879999999
"Biomed Education Building (BEB), 111",UB South Campus,42.9541125,-78.81833879999999
"Biomed Education Building (BEB), 56",UB South Campus,42.9541125,-78.81833879999999
"Biomed Education Building (BEB), 31A",UB South Campus,42.9541125,-78.81833879999999
"Biomed Education Building (BEB), 32A",UB South Campus,42.9541125,-78.81833879999999
"Beck Hall, 208",Beck Hall,42.9517933,-78.8223573
"Beck Hall, 08",Beck Hall,42.9517933,-78.8223573
"Allen Hall, 218",Allen Hall,42.9560975,-78.818399
"Abbott Hall, B31A",Abbott Hall,42.9533778,-78.8182806
"Abbott Hall, 227",Abbott Hall,42.9533778,-78.8182806
"Abbott Hall, 226",Abbott Hall,42.9533778,-78.8182806
"Abbott Hall, 157",Abbott Hall,42.9533778,-78.8182806
"Abbott Hall, 156",Abbott Hall,42.9533778,-78.8182806
"250 Winspear Service Center, 204X",250 Winspear Service Center,43.0008093,-78.7889697
"250 Winspear Service Center, 204Y",250 Winspear Service Center,43.0008093,-78.7889697
"Wilkeson Quadrangle, 403W",Wilkeson Quadrangle,43.0088444,-78.78402
"Wilkeson Quadrangle, 403M",Wilkeson Quadrangle,43.0088444,-78.78402
"Wilkeson Quadrangle, 260W",Wilkeson Quadrangle,43.0088444,-78.78402
"Wilkeson Quadrangle, 202W",Wilkeson Quadrangle,43.0088444,-78.78402
"Wilkeson Quadrangle, 261M",Wilkeson Quadrangle,43.0088444,-78.78402
"Wilkeson Quadrangle, 202M",Wilkeson Quadrangle,43.0088444,-78.78402
"Wilkeson Quadrangle, 124W",Wilkeson Quadrangle,43.0088444,-78.78402
"Wilkeson Quadrangle, 107W",Wilkeson Quadrangle,43.0088444,-78.78402
"Wilkeson Quadrangle, 124M",Wilkeson Quadrangle,43.0088444,-78.78402
"Wilkeson Quadrangle, 107M",Wilkeson Quadrangle,43.0088444,-78.78402
"Spaulding Quadrangle, 277W",Spaulding Quadrangle ,43.0095239,-78.7840571
"Spaulding Quadrangle, 251W",Spaulding Quadrangle ,43.0095239,-78.7840571
"Spaulding Quadrangle, 277M",Spaulding Quadrangle ,43.0095239,-78.7840571
"Spaulding Quadrangle, 252M",Spaulding Quadrangle ,43.0095239,-78.7840571
"Roosevelt Hall, 105W",Roosevelt Hall,43.002591,-78.79424499999999
"Roosevelt Hall, 104",Roosevelt Hall,43.002591,-78.79424499999999
"Richmond Quadrangle, 271W",Richmond Quadrangle ,43.0099143,-78.7859601
"Richmond Quadrangle, 261W",Richmond Quadrangle ,43.0099143,-78.7859601
"Richmond Quadrangle, 242W",Richmond Quadrangle ,43.0099143,-78.7859601
"Richmond Quadrangle, 272M",Richmond Quadrangle ,43.0099143,-78.7859601
"Richmond Quadrangle, 261M",Richmond Quadrangle ,43.0099143,-78.7859601
"Richmond Quadrangle, 241M",Richmond Quadrangle ,43.0099143,-78.7859601
Frazzberry Frozen Yogurt,4740 Limestone Rd 19808,39.7392373,-75.6926672
"Richmond Quadrangle, 112W",Richmond Quadrangle ,43.0099143,-78.7859601
"Richmond Quadrangle, 126M",Richmond Quadrangle ,43.0099143,-78.7859601
"Richmond Quadrangle, 112M",Richmond Quadrangle ,43.0099143,-78.7859601
"Red Jacket Quadrangle, 112W",Red Jacket Quadrangle,43.0089198,-78.7865859
"Red Jacket Quadrangle, 112M",Red Jacket Quadrangle,43.0089198,-78.7865859
"Red Jacket Quadrangle, 123B",Red Jacket Quadrangle,43.0089198,-78.7865859
"Red Jacket Quadrangle, 123A",Red Jacket Quadrangle,43.0089198,-78.7865859
"Porter Quadrangle, 350B",Porter Quadrangle ,43.00767099999999,-78.7866445
"Porter Quadrangle, 262W",Porter Quadrangle ,43.00767099999999,-78.7866445
"Porter Quadrangle, 242W",Porter Quadrangle ,43.00767099999999,-78.7866445
"Porter Quadrangle, 241W",Porter Quadrangle ,43.00767099999999,-78.7866445
"Porter Quadrangle, 261M",Porter Quadrangle ,43.00767099999999,-78.7866445
"Porter Quadrangle, 242M",Porter Quadrangle ,43.00767099999999,-78.7866445
"Porter Quadrangle, 241M",Porter Quadrangle ,43.00767099999999,-78.7866445
"Porter Quadrangle, 123W",Porter Quadrangle ,43.00767099999999,-78.7866445
"Porter Quadrangle, 112W",Porter Quadrangle ,43.00767099999999,-78.7866445
"Porter Quadrangle, 123M",Porter Quadrangle ,43.00767099999999,-78.7866445
"Porter Quadrangle, 112M",Porter Quadrangle ,43.00767099999999,-78.7866445
"Park Hall, B62",211 Putnam Way,43.0004064,-78.78790839999999
"Park Hall, B63",211 Putnam Way,43.0004064,-78.78790839999999
"Park Hall, 528",211 Putnam Way,43.0004064,-78.78790839999999
"O'Brian Hall, 726",211 Putnam Way,43.0004064,-78.78790839999999
"O'Brian Hall, 701",211 Putnam Way,43.0004064,-78.78790839999999
"O'Brian Hall, 601M",211 Putnam Way,43.0004064,-78.78790839999999
Vol State Caudill Hall,1480 Nashville Pike,36.3660451,-86.49772
"O'Brian Hall, 628",211 Putnam Way,43.0004064,-78.78790839999999
"O'Brian Hall, 531",211 Putnam Way,43.0004064,-78.78790839999999
"O'Brian Hall, 502A",211 Putnam Way,43.0004064,-78.78790839999999
"O'Brian Hall, 401",211 Putnam Way,43.0004064,-78.78790839999999
"O'Brian Hall, 428",211 Putnam Way,43.0004064,-78.78790839999999
Blumenthal Performing Arts Center,College Street,35.2217552,-80.8485157
Blumenthal Theater/Spirit Square,College Street,35.2217552,-80.8485157
"O'Brian Hall, 307",211 Putnam Way,43.0004064,-78.78790839999999
"O'Brian Hall, 321",211 Putnam Way,43.0004064,-78.78790839999999
"NC Childcare Center, 113",100 St Rita's Ln,43.0043634,-78.7774335
Morris Sports Performance Center,Morris Sports Performance Center ,42.99979829999999,-78.779017
"Mathematics Building, 309",244 Mathematics Building,43.00120039999999,-78.79286450000001
"Mathematics Building, 308",244 Mathematics Building,43.00120039999999,-78.79286450000001
"Mathematics Building, 214",244 Mathematics Building,43.00120039999999,-78.79286450000001
"Mathematics Building, 114",244 Mathematics Building,43.00120039999999,-78.79286450000001
"Lehman Hall, 105",UB North Campus,42.9541125,-78.81833879999999
"Lehman Hall, 104",UB North Campus,42.9541125,-78.81833879999999
"Jacobs Management Center, 328",160 Jacobs Management Center,42.999775,-78.78704599999999
"Jacobs Management Center, 224",160 Jacobs Management Center,42.999775,-78.78704599999999
"Jacobs Management Center, 123 ",160 Jacobs Management Center,42.999775,-78.78704599999999
"Hochester Hall, 517**",Putnam Way,43.0001452,-78.78825859999999
"Helm Facility Warehouse, 112A",Helm Facility Warehouse ,42.88644679999999,-78.8783689
"Helm Facility Warehouse, 155B",Helm Facility Warehouse ,42.88644679999999,-78.8783689
"Helm Facility Warehouse, 136",Helm Facility Warehouse ,42.88644679999999,-78.8783689
"Helm Facility Warehouse, 138",Helm Facility Warehouse ,42.88644679999999,-78.8783689
"Helm Facility Warehouse, 149",Helm Facility Warehouse ,42.88644679999999,-78.8783689
"Helm Facility Warehouse, 149",Helm Facility Warehouse ,42.88644679999999,-78.8783689
"Greiner Hall, B127",John James Audubon Pkwy & Core Road,43.006543,-78.7856163
"Greiner Hall, C136",John James Audubon Pkwy & Core Road,43.006543,-78.7856163
"Greiner Hall, A114",John James Audubon Pkwy & Core Road,43.006543,-78.7856163
"Greiner Hall, A113",John James Audubon Pkwy & Core Road,43.006543,-78.7856163
"Furnas Hall, 217",Furnas Hall,43.0019315,-78.7870985
"Furnas Hall, 116",Furnas Hall,43.0019315,-78.7870985
Flickinger Community Center ,Fickinger Ct,43.0052424,-78.8005233
"Dewey Hall, 104",Hadley Rd,42.9999275,-78.7941295
"Dewey Hall, 02A",Hadley Rd,42.9999275,-78.7941295
Creekside Community Center ,Skinnersville Rd,43.0124545,-78.79386319999999
"Crofts Hall, B10A",420 Crofts Hall,42.99497909999999,-78.79517
"Crofts Hall, B11A",420 Crofts Hall,42.99497909999999,-78.79517
"Computing Center, 119",Computing Center,43.0012507,-78.79175149999999
"Computing Center, 117",Computing Center,43.0012507,-78.79175149999999
"Computing Center, 121 ",Computing Center,43.0012507,-78.79175149999999
"Cooke Hall, 517**",Cooke Hall,42.9999533,-78.79152859999999
"Clinton Hall, 104",203A Clinton Hall,43.0018471,-78.7953131
"Clemens Hall, 118A",211 Putnam Way,43.0004064,-78.78790839999999
"Center For Tomorrow, 133 ",Center For Tomorrow ,42.9922656,-78.7929207
"Center For Tomorrow, 135",Center For Tomorrow ,42.9922656,-78.7929207
"Center For Tomorrow, 122",Center For Tomorrow ,42.9922656,-78.7929207
"Center For Tomorrow, 138",Center For Tomorrow ,42.9922656,-78.7929207
"Center For Tomorrow, 123 ",Center For Tomorrow ,42.9922656,-78.7929207
"Center For The Arts, B98",103 Center For The Arts,43.000971,-78.78305999999999
"Center For The Arts, B96",103 Center For The Arts,43.000971,-78.78305999999999
"Capen Hall, 353",Capen Hall,43.0009502,-78.7897285
"Capen Hall, 413",Capen Hall,43.0009502,-78.7897285
"Capen Hall, 07A",Capen Hall,43.0009502,-78.7897285
"Campus Mail Center, 109",Campus Mail Center,42.9978119,-78.78232059999999
"Bonner Hall, 303",Bonner Hall,43.00153470000001,-78.788147
"Bonner Hall, 203",Bonner Hall,43.00153470000001,-78.788147
"Bonner Hall, 103",Bonner Hall,43.00153470000001,-78.788147
"Baker Chilled Water Plant, 309",Baker Chilled Water Plant ,42.9942619,-78.7889351
"Baird Hall, 102","220 Baird Hall, North Campus",42.9999759,-78.7846991
"UB Downtown Gateway, 171W",77 Goodell St,42.8944955,-78.86825739999999
"UB Downtown Gateway, 171M",77 Goodell St,42.8944955,-78.86825739999999
"Research Institute On Addictions, B02B",1021 Main St,42.9017334,-78.8687846
"Research Institute On Addictions, 505B",1021 Main St,42.9017334,-78.8687846
"Research Institute On Addictions, 279",1021 Main St,42.9017334,-78.8687846
"Research Institute On Addictions, 237",1021 Main St,42.9017334,-78.8687846
"Research Institute On Addictions, 235",1021 Main St,42.9017334,-78.8687846
"JEDC Carriage House, 207",672 Deleware Ave,42.9026111,-78.8735166
"JEDC Carriage House, 206",672 Deleware Ave,42.9026111,-78.8735166
"JEDC Carriage House, 119",672 Deleware Ave,42.9026111,-78.8735166
"JEDC Carriage House, 118 ",672 Deleware Ave,42.9026111,-78.8735166
Mary Washington Orthopedics ,4710 Spotsylvania Parkway,38.2188491,-77.50165319999999
"Jacobs School of Medicine and Biomedical Sciences, 6247",955 Main Street,42.8995142,-78.86954410000001
"Jacobs School of Medicine and Biomedical Sciences, 6245",955 Main Street,42.8995142,-78.86954410000001
"Jacobs School of Medicine and Biomedical Sciences, 6235",955 Main Street,42.8995142,-78.86954410000001
"Jacobs School of Medicine and Biomedical Sciences, 6234",955 Main Street,42.8995142,-78.86954410000001
"Jacobs School of Medicine and Biomedical Sciences, 5104",955 Main Street,42.8995142,-78.86954410000001
"Jacobs School of Medicine and Biomedical Sciences, 4105",955 Main Street,42.8995142,-78.86954410000001
"Jacobs School of Medicine and Biomedical Sciences, 4104",955 Main Street,42.8995142,-78.86954410000001
"Jacobs School of Medicine and Biomedical Sciences, 3105",955 Main Street,42.8995142,-78.86954410000001
"Jacobs School of Medicine and Biomedical Sciences, 3104",955 Main Street,42.8995142,-78.86954410000001
"Jacobs School of Medicine and Biomedical Sciences, 2221A",955 Main Street,42.8995142,-78.86954410000001
"Jacobs School of Medicine and Biomedical Sciences, 2110C",955 Main Street,42.8995142,-78.86954410000001
"Jacobs Executive Development Center, B20",672 Deleware Ave,42.9026111,-78.8735166
"Jacobs Executive Development Center, B21",672 Deleware Ave,42.9026111,-78.8735166
"Jacobs Executive Development Center, B22",672 Deleware Ave,42.9026111,-78.8735166
"Jacobs Executive Development Center, 313",672 Deleware Ave,42.9026111,-78.8735166
"Jacobs Executive Development Center, 307",672 Deleware Ave,42.9026111,-78.8735166
"Jacobs Executive Development Center, 231",672 Deleware Ave,42.9026111,-78.8735166
"Jacobs Executive Development Center, 230",672 Deleware Ave,42.9026111,-78.8735166
"Jacobs Executive Development Center, 207A",672 Deleware Ave,42.9026111,-78.8735166
"Jacobs Executive Development Center, 131A",672 Deleware Ave,42.9026111,-78.8735166
"Jacobs Executive Development Center, 130",672 Deleware Ave,42.9026111,-78.8735166
"Clinical Translational Research Center, 5091B",875 Ellicott St,42.9015395,-78.8660426
"Clinical Translational Research Center, 5091A",875 Ellicott St,42.9015395,-78.8660426
"Clinical Translational Research Center, G1012",875 Ellicott St,42.9015395,-78.8660426
"Clinical Translational Research Center, G1013",875 Ellicott St,42.9015395,-78.8660426
Maple Street Biscuit Company,8921 Christenbury Pwky,35.3762129,-80.73326019999999
Costa Coffee,Coldhams Lane,52.2048912,0.1446708
Side by Side,Westwood Avenue ,37.5782297,-77.4583837
Exeter Phoenix,Gandy Street,50.72533241520456,-3.531475073680099
The Arcade Exeter,122a Fore Street,50.7205193,-3.5350583
Elektrowerks,Torrens Street,51.5319966,-0.1055329
Artigianos,High Street,50.7232133,-3.5317051
Artigianos,High Street,50.7232133,-3.5317051
The Castle Tap,Castle Hill,51.4489963,-0.9957387
Mill on the soar,Coventry Road,52.5477138,-1.2412454
Floyd Central High School ,6575 Old Vincennes Rd,38.3327561,-85.930774
Floyd Central High School ,6575 Old Vincennes Rd,38.3327561,-85.930774
Nimarco's West,1800 S Milton Rd,35.1827045,-111.6608324
Safeway,110 E 3rd street,48.11595699999999,-123.435355
Shoalhaven District Memorial Hospital,"Scenic Drive Nowra, NSW, AU",-34.8696795,150.5941034
Bealls,1430 US-41,28.8412054,-82.3443989
Parkplatz Kemmental Ost,E52,48.49492827900545,9.84677997418665
:),Prospect Street,41.283862,-73.4921793
Prospector Theater,Prospect Street,41.283862,-73.4921793
The Wing Joint,10603 University Ave NE,45.163798,-93.265633
Flapdoodles North,3525 22nd Ave NW,44.0600715,-92.4959127
Flapdoodles South,1710 S Broadway,43.9976511,-92.4632348
Caffe Nero,9-11 Low Pavements,53.2351967,-1.4292692
Chesterfield College ,Infirmary Road,53.2412553,-1.4241141
Corunna High School,417 E King St.,42.9847308,-84.1130232
Aloft Orlando Downtown,500 South Orange Ave ,28.5364066,-81.3790793
Stewart’s Shops,777 Quaker Rd.,43.314813,-73.61015619999999
Plaza Verde Community Center ,15000 Arroyo Drive ,33.6475103,-117.8290387
Starbucks,4801 Eubank Blvd Ne,35.1352657,-106.5349299
The Bumbling Bee Vegan Junk Food Bar,1100 28th St Unit 200,40.0075846,-105.2581223
Spotlight,370 New York Ave,40.8697344,-73.4257185
Key Largo ,Bahnhofstraße 22,52.21146969999999,9.5581
Capers pizza,Upper Newtownards Road,54.59496396575611,-5.863942858829091
Hika Ateneo ,"Ibeni Kaia, 1",43.2548428,-2.9224935
Hika Ateneo,"Ibeni Kaia, 1",43.2548428,-2.9224935
Essendon Station,"Buckley St / Rose St, Essendon 3040",-37.75729020000001,144.9186815
Timeless,4252 Piedmont Avenue,37.8282023,-122.2496578
Hip Hop Juice Box,3960 Adeline Street,37.8306732,-122.2782145
Flying Ace Express Car Wash,201 N. Springboro Pk,39.6410544,-84.2248996
Flying Ace Car Wash,Springboro Pk,39.6983715,-84.2184431
Flying Ace Car Wash,Springboro Pk,39.6983715,-84.2184431
The thrift store to benefit Chambliss Center for Children,1936 Dayton Blvd,35.087748,-85.31318999999999
MD Rest Area,I-68E Mile marker 74,39.6768183,-79.3758026
Harps and Thistles,129 Portage Path,41.1365702,-81.4836133
OysterHouse Brewing Company,625 Haywood Road,35.5789577,-82.5888801
Altitude Trampoline Park,Lebanon Pike,36.190460911315554,-86.62915226620389
Utah Station,1956 Utah St,38.59426879999999,-90.2202431
cedar ridge community church,2410 spencerville rd,39.11712140314199,-76.96071345366254
Dave and Busters,N. Greenwich Rd,37.7668456,-97.208059
Beccles Library,Blyburgate,52.456349072705024,1.5657440712234347
Hoyts Norwood,The Parade,-34.9203024,138.6544591
McDonald's,304 S Cedar St,35.6632609,-101.3990423
University Center for the Arts,1400 Remington St,40.56974599999999,-105.0745835
Starbucks,3849 Cadboro Bay rd,48.4614719,-123.2963245
Five Guys Tilburg,Pieter Vreedeplein 9,51.557647,5.088873
Taqueria Super Taco,Independence ave,39.1061229,-94.5448746
Walker Art Center,Vineland Place,44.9689501,-93.2888598
Sabrina’s cafe,1804 Callowhill St,39.960428746454376,-75.16861938878444
Revolutsia,2721 E Central Ave,37.6934594,-97.3043176
Rollberg Kino (Yorkkinos),Rollbergstraße 70,52.4788998,13.4277988
Lewis-Palmer Middle School,1776 Woodmoor Drive,39.102653,-104.860421
Lewis-Palmer Middle School,1776 Woodmoor Drive,39.102653,-104.860421
Teahouse,Wesheimer,29.7370664,-95.5412277
Woodhouse Brewpub,301 Lansdowne,43.65066831115785,-79.43982232561457
Village Grounds,100 S Main Street,43.8068957,-88.67520789999999
Habitat For Humanity Restore,2521 Interstate 35 Frontage Rd,29.918993,-97.899803
Student center south,4455 University Dr,29.7200536,-95.3409338
Eternal Oakland,"247 4th St #111, Oakland, CA 94607",37.7952061,-122.2704957
Jordan Pollak,East Main Street,40.2631034,-74.2697925
CVS,2005 N Dobson Rd,33.33583840000001,-111.8756294
Georgetown brewing company ,5200 Denver Ave S,47.5553351,-122.3255987
Rewe,Süderstraße 4,54.4056894,9.9727139
Target,1871 N Main St,37.9044618,-122.0647464
Eastport United Methodist ,926 Bay Ridge Ave,38.9658991,-76.4898034
Arts and social studies library,"Colum Dr, Cardiff CF10 3EU",51.4916772,-3.184329
Lawrence Public Library,707 Vermont Street,38.9708974,-95.2376345
Hotel Monte Vista,North San Francisco,35.210225,-111.6426621
HLC Northern Arizona University,South San Francisco ,35.1878417,-111.652938
Wendy's,1100 Dublin Road,39.9735744,-83.0467516
Starbucks,1506 SW 74th St,35.3907302,-97.5443149
CSI hempworth building,315 falls Ave,42.5815334,-114.4727551
SuniTAFE,453 Benetook Avenue,-34.2045607,142.166337
Pom & Flora,Odengatan 39,59.3446399,18.0586962
Vida Cafe,Roeland St,-33.9307559,18.4234449
Petco,26501 Bouquet Canyon Rd,34.4282063,-118.5385309
Petco,26501 Bouquet Canyon Rd,34.4282063,-118.5385309
CrossFit Newton,166 B Riverview Ave,42.3594497,-71.2453767
CrossFit Newton,166 B Riverview Ave,42.3594497,-71.2453767
UCSD Retirement Resource Center,400 University Center Ln,32.8703655,-117.2263867
Montana State University,Montana Hall,45.66749290000001,-111.0492914
Deluxe,126 Elkwood Ave,35.629578,-82.576025
White Rabbit Coffee Co,321 Selby St A,49.1640656,-123.9422808
Orchard Trails Medical,23133 Orchard Lake Rd Suite (near suite 102),42.461377,-83.3576088
Magic City Acceptance Center- LGBTQ Youth Space,3130 3rd Avenue South,33.5179627,-86.7865039
Harlowe MXM ,2823 Main st.,32.7843017,-96.7824996
Black Horse Pub,568 5th Ave,40.665110936426245,-73.99018893025256
Tickle Pickle Northside,4176 Hamilton Avenue,39.16303360000001,-84.5396904
Neurology Department ,Medical Center Dr,36.1402703,-86.8015942
Publix - Concord Village,10638 Concord Rd ,35.997163,-86.69179419999999
Dunkin Donuts,22 Western Ave,44.310764,-69.782066
City o City,206 E 13th Ave,39.7366466,-104.9845491
Binghamton Hots,Washington Street,42.0982121,-75.91354059999999
Target,1201 WP Ball,28.797932,-81.33679060000001
Sacramento County Administrator Center ,700 H St. ,38.5828011,-121.4958195
Chambers Center,High Street,39.7595976,-104.9647179
Lincoln Building,31 Lincoln Avenue,41.1040266,-80.6476923
Orleans Arena,4500 W Tropicana Ave,36.1025498,-115.2016926
Silvis Public Library ,806 1st Avenue,41.5119289,-90.4165479
180 S Michigan,Michigan Ave,41.8165421,-87.6230265
Fox and Fable,4937 49th street,53.021821,-112.8232181
Songbyrd Record Cafe & Music House,2475 18th St NW,38.92238589999999,-77.0422427
Fox and Fable,4937 49th street,53.021821,-112.8232181
Women’s College Hospital,76 Grenville Street,43.6616205,-79.38763639999999
Streckerpark,Rohrbacherstraße,48.19021255255291,16.271194308456984
Ida's cupcake cafe,445 sw 6st,44.27290379999999,-121.1745709
Ida's Cupcake cafe,445 sw 6st,44.27290379999999,-121.1745709
College Park Church,5825 E 91st St,39.919004,-86.06877089999999
Riverbend Park,9060 W Indiantown Rd,26.9316715,-80.17767359999999
Merseymade,98 Paradise St,53.40205176828745,-2.986294504426722
76 Gas Station,5552 W Century Blvd,33.9450753,-118.3782434
Mcmenamins Cedar Hills,2885 Cedar Hills Blvd.,45.49902540000001,-122.8074133
Ash,Foxtrotter ,43.6283657,-116.4312415
Gossip Grill,1220 University Ave,32.7495142,-117.1532675
Wilder Wood Restaurant,1300 E 7th St,30.2650501,-97.7286642
Rosehill Community Center,304 Lincoln Ave,47.9455314,-122.3027187
Essex Sports Center ,15 Manning Ave.,42.596286,-70.9804994
Rite Aid,500 Lafayette Ave,43.5790163,-83.892957
Switchback Coffee Roasters,330 N Institute,38.8388844,-104.8083907
Switchback Coffee Roasters,330 N Institute,38.8388844,-104.8083907
Moderna museet ,"Exercisplan 4,",59.3259158,18.0841345
Ku Cha House of Tea,Pearl Street,40.01898389999999,-105.274734
Tapas on York,2244 York Rd ,40.25608709999999,-75.0887137
West Pecan Coffee & Beer,100 West Pecan Street,30.4403571,-97.6210167
Old Fort Highschool,N county Rd 51,41.2386292,-83.14958399999999
Organika,3546 Post Rd,41.1384811,-73.2947104
Mazzoni Center,Bainbridge,39.9426135,-75.16437429999999
Silvis Public Library,806 1st Avenue,41.5119289,-90.4165479
McDonald's ,"320 West, 200 North ",41.0385259,-111.9445179
Weber State University - Davis Campus D2,2750 University Park Blvd,41.0989572,-111.9821679
River Oaks Counseling Services Inc.,931 Madison Ave,44.1664902,-93.9808473
Goodwill Thrift Store,909 E Broadway,38.24448009242872,-85.73706536353497
Gino's of Kings Park,52 Indian Head Rd,40.8821558,-73.2550198
Medicine Hat College,299 College Drive SE,50.0173327,-110.6858492
India 4 U,5759 Lone Tree Way,37.96321040000001,-121.7399392
Urban Rose Salon,Macadam,45.47270134049189,-122.671954319118
Moldova ,344 Watertown St,42.3606312,-71.2002241
MyGym,6905 Oakland Mills Rd,39.1821575,-76.82546959999999
Taco Bell,1917 S US Hwy 41 N,39.4455912,-87.4145522
Clean Juice Birkdale,16815 Cranlyn Rd Unit B,35.44678870000001,-80.8786387
"Dept of Health, environmental services",Alexandria Pike,38.7198127,-77.7895242
Student union foyer,Park place,51.4863497,-3.176798
Third floor student union ,Park place,51.4863497,-3.176798
Flying Lion Brewery,5041 Rainer Ave S unit 106,47.5559904,-122.284209
Charles River Y - Great Plain Ave Building,863 Great Plain Avenue,42.2806749,-71.2334995
F & U Sprachschule,Hauptstraße 1,49.4101541,8.6939073
Chipotle,Sunrise Blvd,38.6927753,-121.2717098
Caffé Auszeit,Schulzengasse 11,49.4147754,8.6908371
Friedrich,Friedrich-Ebert-Anlage 1,49.4080103,8.695625099999999
Green Tea Café Konomi,Plöck 75-77,49.409475,8.701139099999999
Coffee Nerd,Rohrbacher Str. 9,49.4076284,8.6930483
Nachbarschaft,Märzgasse 4,49.41039,8.69969
Blackdome Mountain sports,140 Tunnel rd,35.591402,-82.529956
Leo Kneipe,Herwarthstr. 7,51.9560437,7.6325041
McDonald’s ,8th and Main,39.5608075,-95.1235274
Trail Head Tavern ,148 W Mountain Ave,40.5873948,-105.0782921
Harmon's Grocery,3520 Pioneer Parkway,37.1484154,-113.659706
Cushing Middle School,South Harmony ,35.9673345,-96.7317941
Torrey Pines Center North,10300 North Torrey Pines Rd,32.8911707,-117.2426196
Trail Head Tavern,148 W Mountain Ave,40.5873948,-105.0782921
Salon Centric,5385 N Kendall,43.61647385342127,-116.24797104936272
Wayback Burgers,7014 Tutor St. ,35.17280530000001,-80.658746
EWU Pub,926 Elm St,47.492556,-117.5835741
EWU Pub,926 Elm St,47.492556,-117.5835741
The Lift ,4091 W State st,43.64288915884089,-116.23986228380002
Barrow Hall (AFROTC) ,DW brooks ,33.94514087434689,-83.37416698232607
Forest Grove School,501 115th St E,52.14337990000001,-106.5868571
Forestry Farm,1903 Forestry Farm Park Dr,52.1550246,-106.584983
GIrl Guide House Bridging Rivers Area Office,801 Preston Ave S,52.1172572,-106.6223301
Pop Roc,337 east ave,43.1549931,-77.5954826
Starbucks ,262 N West End Blvd,40.44705619804965,-75.36118270488384
Pour Richards Coffee Company,36 Berkley Road,40.0466027,-75.41391879999999
Tiki Bar,102 S. 13th Street,39.9501838,-75.16209669999999
LSC - North Harris Academic Building,2700 W W Thorne Dr,30.0065776,-95.3798898
Domino's pizza ,1901 J st.  Unit C,38.5771808,-121.4808319
Ernesto's,10040 Baltimore National Pike E100,39.2813489,-76.8570684
Sip of Hope,Fullerton,41.9244358,-87.7341124
Mad Greek Restaurant,"72112 Baker Blvd,",35.2658588,-116.0747623
Falling Knife,Harding,44.9951214,-93.2215306
Park Place Building,70 Woodfin Place,35.59999639999999,-82.5462199
Mi Jalisco Mexican Restaurant & Tequila Bar  ,239 Baden Strasse ,38.426522,-86.9387216
Target,6231 Penn Avenue,40.4609096,-79.9211941
"Judith Asermely, LCSW","8825  Perimeter Park Blvd., Suite 301",30.2524769,-81.5543411
a&w ,mont royal,45.52415887829431,-73.58277026570735
Doudna Fine Arts Center,1860 7th Street,39.4815733,-88.1740957
Starbucks,5901 E Colfax Ave,39.7405122,-104.9196305
redmill burgers,dravidian,47.6062095,-122.3320708
2nd St. Gallery,1228 2nd St,41.7537334,-124.1935295
Starbucks,329 E College Way,48.4360604,-122.3356292
Tavares Public Library,N New Hampshire Ave,28.810199,-81.727845
Bevmo,Shea and Scottsdale,33.5777351,-111.9250481
Play N Learn,9033 Red Branch Road ,39.2297007,-76.8187172
L'Experience,3020 78th Ave SE,47.5832578,-122.2326886
Halcyon Flavors From The Earth,500 S. Tryon St. ,35.2241786476209,-80.84802225405782
Dolce & Amaro Artisan Italian Bakery,1310 Westover Terrace,36.0897012,-79.813035
Harvest Foods,905 S 2nd Ave,46.0557933,-118.3311011
Safeway,1600 Plaza Way,46.0487884,-118.3471869
Jo-Ann Fabrics,481 N Wilbur Ave,46.07648469999999,-118.3052699
"Walla Walla Clinic: General Surgery, Podiatry & Urology",55 W Tietan St,46.0489752,-118.3308191
Walla Walla Clinic: Laboratory,55 W Tietan St,46.0489752,-118.3308191
Walla Walla Clinic: Orthopedics & Radiology,55 W Tietan St,46.0489752,-118.3308191
Walla Walla Clinic: Allergy & Endocrinology,55 W Tietan St,46.0489752,-118.3308191
Walla Walla Clinic: Internal Medicine & Gastroenterology,55 W Tietan St,46.0489752,-118.3308191
Walla Walla Clinic: Walk-In Clinic,55 W Tietan St,46.0489752,-118.3308191
